snapshot_date,team,team_code,player,position_group,club,roster_status,availability_status,absence_note,expected_absence_matches,suspension_status,yellow_card_risk,starting_role,notes,base_roster_source,availability_source,source_url,last_checked_bj
2026-07-07,Spain,ESP,Nico Williams,Forwards,Athletic Club,final_squad,available_fitness_managed,Right adductor issue earlier in tournament; bench option against Austria and more likely impact substitute than starter,0,,,impact_sub_or_possible_starter,Monitor final XI; do not lock him as starter,,RotoWire team news,https://www.rotowire.com/soccer/article/portugal-vs-spain-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121162,2026-07-06 13:35
2026-07-07,Spain,ESP,Yéremy Pino,Forwards,Crystal Palace,final_squad,fitness_doubt,Listed among Spain doubts by pre-match team news; not projected to start,unknown,,,not_expected_to_start,Can be late wide option only if cleared,,Barca Blaugranes team news,https://www.barcablaugranes.com/world-cup-2026/125684/portugal-spain-world-cup-2026-team-news-preview-lineups-prediction,2026-07-06 13:35
2026-07-07,Spain,ESP,Víctor Muñoz,Forwards,Osasuna,final_squad,fitness_doubt,Listed among Spain doubts by pre-match team news; not projected to start,unknown,,,not_expected_to_start,Do not use as primary attacking substitute unless late news clears him,,Barca Blaugranes team news,https://www.barcablaugranes.com/world-cup-2026/125684/portugal-spain-world-cup-2026-team-news-preview-lineups-prediction,2026-07-06 13:35
2026-07-07,Portugal,POR,Vitinha,Midfielders,PSG,final_squad,available_fitness_monitored,Substituted near the hour against Croatia; RotoWire flags this as a fitness/form variable but projects him to start,0,,,likely_starter,Monitor final XI and minutes; if limited Portugal midfield control drops,,RotoWire team news,https://www.rotowire.com/soccer/article/portugal-vs-spain-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121162,2026-07-06 13:35
2026-07-07,Portugal,POR,Bruno Fernandes,Midfielders,Manchester United,final_squad,available_fitness_monitored,Substituted near the hour against Croatia; still projected to start as No.10,0,,,likely_starter,If minutes are managed Portugal loses main between-lines passer late,,RotoWire team news,https://www.rotowire.com/soccer/article/portugal-vs-spain-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121162,2026-07-06 13:35
2026-07-07,United States,USA,Folarin Balogun,Forwards,AS Monaco,final_squad,available_probation,Red-card one-match ban suspended by FIFA under Article 27; available vs Belgium but red card remains on one-year probation,0,ban_suspended_probation,,likely_starter,Decision caused Belgium protest and should be treated as other-factor controversy not normal clean availability,,Guardian explainer / ESPN team news,https://www.theguardian.com/football/2026/jul/06/folarin-balogun-red-card-reversal-trump-calls-fifa-explainer,2026-07-06 13:35
2026-07-07,United States,USA,Mark McKenzie,Defenders,Toulouse,final_squad,fitness_doubt,Foot issue from Bosnia match; not in projected XI,unknown,,,not_expected_to_start,Depth defender only if cleared,,RotoWire team news,https://www.rotowire.com/soccer/article/usa-vs-belgium-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121161,2026-07-06 13:35
2026-07-07,United States,USA,Cristian Roldan,Midfielders,Seattle Sounders,final_squad,fitness_doubt,Strain from Bosnia match; not in projected XI,unknown,,,not_expected_to_start,Local Seattle storyline but not a projected central piece,,RotoWire team news,https://www.rotowire.com/soccer/article/usa-vs-belgium-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121161,2026-07-06 13:35
2026-07-07,Belgium,BEL,Zeno Debast,Defenders,Sporting CP,final_squad,available_fitness_managed,Returned to full training after earlier leg issue but not expected to start,0,,,rotation_defender,Could affect late defensive reshuffle if Belgium protect lead,,RotoWire team news,https://www.rotowire.com/soccer/article/usa-vs-belgium-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121161,2026-07-06 13:35
2026-07-07,Belgium,BEL,Romelu Lukaku,Forwards,Napoli,final_squad,available_fitness_managed,Minutes managed through tournament; came off bench vs Senegal and remains major late threat,0,,,impact_sub_or_possible_starter,Primary box presence if Belgium need direct route late,,RotoWire / Guardian team news,https://www.theguardian.com/football/2026/jul/05/usa-belgium-world-cup-folarin-balogun-replacement,2026-07-06 13:35
2026-07-07,England,ENG,Jarell Quansah,Defenders,Bayer Leverkusen,final_squad,suspended,Red card against Mexico in Round of 16; expected to miss England quarter-final vs Norway,1,red_card_suspension,,not_available,Track unless FIFA disciplinary process changes after Balogun precedent,,Guardian match report,https://www.theguardian.com/football/2026/jul/06/world-cup-england-beats-mexico-final-eight,2026-07-06 13:35
2026-07-07,England,ENG,Jordan Henderson,Midfielders,Brentford,final_squad,injury_watch,Reported stretchered off after celebration following Mexico win; needs follow-up before Norway match,unknown,,,injury_watch,Do not project into England next-match bench until credible update,,Guardian / social video report,https://www.theguardian.com/football/2026/jul/06/world-cup-england-beats-mexico-final-eight,2026-07-06 13:35
